,Customer,Gender,Income,Location Code,Marital Status
7209,XX73066,M,43318,Rural,Married
7210,VN22337,F,83869,Urban,Married
7211,BA19651,M,43875,Urban,Divorced
7212,UX18122,F,59016,Suburban,Married
7213,HY46017,F,70793,Rural,Married
7214,ZI95657,M,24164,Suburban,Divorced
7215,MK93363,F,29133,Suburban,Married
7216,UM26324,M,81082,Urban,Married
7218,PN18863,M,21277,Suburban,Divorced
7219,BK76340,M,16924,Suburban,Single
7220,QZ83992,M,10540,Suburban,Married
7222,GA86186,M,62873,Urban,Divorced
7223,ZM24497,M,98623,Suburban,Married
7224,EY97047,M,37876,Urban,Single
7225,NW14895,M,77469,Suburban,Divorced
7226,KS42294,F,30535,Rural,Married
7228,XK10881,M,39310,Rural,Married
7229,LC20778,F,27229,Suburban,Single
7230,LH87004,M,41418,Suburban,Divorced
7231,SZ17657,F,67840,Rural,Married
7233,RF73080,M,23091,Suburban,Married
7234,QA69109,F,69468,Urban,Married
7235,FK85203,M,74143,Suburban,Married
7236,ET44462,M,65165,Suburban,Married
7237,SK27185,F,50537,Rural,Married
7238,JW87443,F,72608,Suburban,Married
7239,OM37610,F,26312,Suburban,Married
7240,TJ58873,M,56900,Urban,Married
7241,WE97690,F,60707,Urban,Married
7242,HH99354,M,67276,Urban,Married
7243,UN90060,F,30865,Rural,Married
7244,BR76202,F,79487,Suburban,Divorced
7247,RE73564,F,41098,Urban,Married
7248,EN32990,F,89158,Urban,Single
7249,OO97388,F,99612,Suburban,Married
7251,UI64573,F,94885,Rural,Married
7252,HJ64867,F,78352,Rural,Divorced
7253,MT35297,F,43460,Suburban,Married
7254,VB69838,F,46587,Suburban,Divorced
7255,JR34589,F,21236,Rural,Married
7259,MT58123,M,28432,Suburban,Married
7260,GQ78238,M,65167,Suburban,Married
7261,UO44449,F,33700,Urban,Married
7263,BG30513,F,13663,Suburban,Single
7267,XD82117,F,65933,Urban,Married
7269,NY30370,M,28663,Suburban,Married
7270,EH69733,M,78092,Urban,Married
7271,QV89210,F,57693,Suburban,Divorced
7272,QK90365,F,19614,Suburban,Married
7273,UR67446,F,23235,Suburban,Married
7274,FJ76376,M,79528,Urban,Married
7276,AM72411,M,23253,Suburban,Divorced
7277,IC77855,M,40571,Urban,Married
7278,ZM70632,F,60668,Urban,Married
7279,JM59803,M,61776,Urban,Divorced
7280,KG84303,M,38820,Suburban,Married
7281,OJ37666,F,47285,Suburban,Married
7283,KH55886,M,78310,Rural,Married
7284,QZ70160,F,26222,Suburban,Married
7286,KY48450,F,83926,Rural,Married
7287,ZG18090,M,24124,Suburban,Married
7288,UI99151,M,28879,Suburban,Married
7290,CJ64468,F,12964,Suburban,Single
7292,BO15959,F,88105,Suburban,Married
7293,ZK50586,F,66524,Urban,Married
7294,DM22923,M,27398,Suburban,Single
7295,DQ58142,M,37759,Suburban,Married
7296,YW47108,M,45743,Suburban,Married
7297,DS62172,F,54183,Suburban,Divorced
7298,VL58402,M,46900,Suburban,Married
7299,YV82597,F,59803,Rural,Married
7300,FN33339,F,53787,Suburban,Married
7301,UZ97486,M,35095,Suburban,Divorced
7304,NB30472,F,30845,Suburban,Married
7305,RX66745,M,23665,Suburban,Married
7306,II97469,M,92107,Rural,Divorced
7307,VF17463,M,62464,Urban,Married
7308,GW77328,M,69991,Rural,Married
7309,CF44171,F,23904,Suburban,Single
7311,EO75698,F,83894,Rural,Married
7312,GB94407,M,88340,Suburban,Married
7314,LM79795,M,39602,Suburban,Divorced
7315,XT35473,M,25905,Suburban,Divorced
7316,LO90163,F,24626,Rural,Married
7317,LU65596,F,59732,Rural,Married
7318,SV94314,M,36898,Suburban,Married
7319,RW86245,M,92864,Rural,Married
7321,FO63400,F,93752,Rural,Divorced
7322,FE84109,M,21156,Rural,Divorced
7323,KG21285,M,67206,Rural,Divorced
7324,TQ33359,M,85654,Rural,Married
7325,ZG59671,M,59325,Rural,Divorced
7326,AY19539,M,13528,Suburban,Single
7329,KE35335,F,75333,Urban,Married
7330,FE90301,F,61108,Rural,Married
7331,CK35310,F,27083,Suburban,Divorced
7332,XU97999,M,68997,Urban,Married
7333,RF73329,F,33451,Suburban,Married
7334,WO12850,F,21500,Rural,Divorced
7335,AB26022,M,26487,Suburban,Single
7336,HL91178,M,74713,Suburban,Married
7338,WK18603,M,85607,Rural,Single
7339,XS44101,F,44891,Rural,Married
7340,RE93978,M,89061,Suburban,Divorced
7342,EA55071,F,63774,Rural,Divorced
7343,HH45183,M,93308,Suburban,Married
7344,NL75739,M,10375,Suburban,Married
7345,XE96798,M,85950,Rural,Divorced
7346,UU12600,F,33402,Rural,Married
7347,NL39999,M,18129,Suburban,Divorced
7350,HM94328,M,20396,Suburban,Married
7351,QX64770,F,13376,Suburban,Single
7352,IN95983,F,32517,Suburban,Single
7353,AD89594,M,28651,Urban,Single
7354,SQ37580,F,64964,Urban,Single
7355,IN64985,F,34112,Suburban,Married
7357,IG89777,M,81145,Urban,Married
7358,YJ14330,F,39894,Urban,Married
7359,NK20941,M,52447,Rural,Single
7361,LY73893,M,35398,Suburban,Divorced
7362,II20035,F,26239,Suburban,Married
7364,WN45973,M,83013,Rural,Married
7366,GM46746,F,86205,Suburban,Single
7367,GZ64473,M,50414,Suburban,Married
7368,FE93959,M,37496,Suburban,Single
7369,YC33550,F,24224,Suburban,Divorced
7370,MT91532,M,62338,Rural,Married
7371,XE65072,M,63483,Rural,Married
7373,FP10040,M,38113,Urban,Married
7374,AQ51159,F,38676,Rural,Married
7375,HB21182,F,20200,Suburban,Single
7376,SM17747,M,29038,Rural,Married
7377,YA87855,M,23179,Suburban,Divorced
7378,MR52230,M,56598,Rural,Married
7380,RW82766,F,46988,Rural,Single
7381,IX60941,M,20978,Suburban,Married
7383,UH89141,F,59130,Urban,Married
7384,WO30947,M,31572,Urban,Married
7386,NZ73268,M,32646,Urban,Married
7387,YD80815,F,51791,Rural,Married
7388,BE54454,M,70828,Suburban,Married
7389,JB76199,F,40903,Suburban,Married
7391,IM55696,F,24031,Suburban,Married
7392,UD99395,M,84927,Suburban,Married
7394,WE64939,F,23893,Urban,Married
7395,KC67652,M,71255,Rural,Single
7396,FQ33633,F,37697,Rural,Married
7397,QS23134,M,33746,Suburban,Married
7398,EZ70589,F,70263,Rural,Married
7399,KT91115,M,43367,Suburban,Divorced
7402,LJ79533,F,11432,Suburban,Married
7403,JQ95021,M,67249,Rural,Divorced
7404,ET88948,F,76839,Suburban,Married
7405,GW43195,F,71210,Suburban,Married
7406,MQ54182,F,49447,Suburban,Married
7407,WM39308,F,98713,Urban,Married
7408,DK20428,M,26094,Rural,Married
7409,IZ67803,M,26990,Urban,Married
7410,VW65351,F,46644,Rural,Married
7411,SY36127,F,33462,Rural,Married
7412,LA20890,F,66880,Suburban,Married
7413,EP48362,M,88680,Urban,Married
7415,ON91363,M,75132,Suburban,Married
7417,EE59791,F,56617,Suburban,Married
7418,IV84135,F,75638,Rural,Divorced
7419,TE11374,F,24982,Suburban,Married
7420,GH12466,F,40348,Rural,Married
7421,PC43437,F,24083,Suburban,Divorced
7422,PW98890,F,81538,Urban,Divorced
7423,BQ94892,M,62873,Urban,Divorced
7424,LA33814,M,66245,Rural,Married
7426,OL28902,M,26303,Suburban,Divorced
7427,VW88885,F,58620,Suburban,Married
7428,OQ51004,M,18375,Suburban,Married
7429,GJ88864,F,30944,Urban,Divorced
7430,AF69537,M,59630,Suburban,Married
7431,TX11163,F,53957,Rural,Married
7432,FG43850,M,44385,Suburban,Single
7434,WY80801,F,25561,Suburban,Married
7435,GZ90429,M,85956,Urban,Married
7437,FW35631,M,37406,Suburban,Married
7438,HM20848,F,39053,Suburban,Married
7439,FO49408,M,24475,Suburban,Single
7440,LL95376,M,92296,Suburban,Married
7441,UK49045,M,29484,Suburban,Married
7443,TU77462,M,48088,Rural,Married
7444,DA26490,M,21366,Suburban,Married
7445,JC37131,M,17101,Suburban,Single
7447,AH53588,M,26802,Suburban,Married
7448,QV89018,M,89025,Urban,Married
7450,YT37186,F,52228,Suburban,Married
7453,BF45697,M,83086,Urban,Married
7454,RY27018,M,53214,Suburban,Married
7455,YJ16163,F,51643,Suburban,Single
7456,QM61543,M,73168,Suburban,Married
7459,VQ57815,M,61246,Rural,Married
7460,FF93355,M,32762,Urban,Married
7464,NJ88229,F,64127,Rural,Single
7466,DJ22229,F,16794,Suburban,Single
7467,MB12747,M,31930,Rural,Married
7468,XQ50187,M,74918,Urban,Single
7469,WU62992,M,70742,Rural,Married
7470,CE11667,M,64801,Urban,Married
7471,BP53979,F,48829,Urban,Single
7472,DM59806,F,73853,Suburban,Single
7474,TC82133,M,66844,Rural,Married
7475,NW65065,F,11904,Suburban,Single
7476,LS17120,M,56869,Urban,Single
7479,WG51330,M,59325,Urban,Married
7482,AI74959,M,25927,Suburban,Single
7484,YP19985,M,83073,Rural,Married
7488,IS95117,F,35301,Rural,Married
7489,YU66872,F,21829,Suburban,Divorced
7490,WK62379,F,15142,Suburban,Married
7492,YY58769,M,58498,Suburban,Married
7493,YK83904,F,64592,Suburban,Married
7494,IE36279,M,80306,Suburban,Divorced
7495,FT61724,F,29105,Rural,Married
7496,YV63603,F,47137,Rural,Married
7500,OA59724,F,66711,Urban,Married
7501,LY83340,F,48943,Rural,Married
7503,MH13358,F,34807,Suburban,Single
7504,UQ51981,F,52583,Urban,Single
7506,CB52667,F,92589,Suburban,Married
7507,YP29527,M,96689,Rural,Married
7509,ZD72991,M,76594,Suburban,Married
7510,CS51928,M,83777,Urban,Married
7511,IJ18945,F,20954,Suburban,Married
7512,EF21564,M,84491,Rural,Single
7513,AY35539,F,89451,Rural,Single
7514,XJ96507,F,85132,Urban,Married
7515,ZG95780,M,11193,Suburban,Single
7516,GI55977,F,28806,Suburban,Married
7517,BV63942,M,76184,Suburban,Married
7518,PF81183,M,66429,Rural,Married
7519,HV16877,F,43278,Suburban,Married
7520,XO92596,M,13528,Suburban,Single
7521,IQ73438,M,74015,Suburban,Single
7522,FY74419,F,54507,Suburban,Married
7524,WC22220,M,72302,Suburban,Divorced
7525,OT66924,F,14606,Suburban,Married
7527,YW88487,F,43406,Suburban,Married
7528,CA45756,F,60426,Rural,Single
7529,JY42899,M,26334,Suburban,Single
7530,KM72781,F,22514,Urban,Married
7531,DV62119,F,76114,Suburban,Married
7532,DO12179,M,48791,Rural,Married
7533,ER20865,M,65605,Urban,Married
7534,YQ95507,F,69259,Suburban,Divorced
7537,WK29536,F,90969,Urban,Single
7538,UX87980,M,50180,Urban,Single
7539,TJ68521,M,41991,Rural,Single
7540,RJ57593,M,71391,Urban,Married
7542,QQ18636,F,70725,Suburban,Divorced
7543,JV23769,F,36650,Rural,Married
7544,PA19547,M,54194,Rural,Married
7545,IH91478,F,23554,Rural,Married
7546,OR78439,M,62464,Urban,Married
7547,CW15758,F,71888,Suburban,Married
7548,RY26286,M,80846,Urban,Single
7550,CJ51511,F,11432,Suburban,Married
7551,GQ11852,F,39017,Urban,Married
7553,HX63408,M,73769,Rural,Divorced
7554,LJ15849,F,58557,Rural,Married
7556,JZ23377,F,48367,Suburban,Married
7557,TB17648,M,39718,Suburban,Married
7559,GO53814,F,43358,Suburban,Married
7560,VW11431,F,83873,Urban,Single
7561,FG96614,F,22361,Suburban,Married
7562,KQ98040,F,70061,Suburban,Married
7564,No31089,F,65742,Urban,Married
7565,TU15769,M,23665,Suburban,Married
7566,DA20791,M,66457,Suburban,Married
7567,AE89300,F,82634,Urban,Single
7570,ME22430,M,29735,Suburban,Single
7571,JZ28710,M,61417,Urban,Married
7573,EH22538,M,43846,Rural,Married
7575,VA89684,F,33775,Suburban,Married
7576,XS68865,M,96988,Suburban,Single
7578,JB47784,F,81945,Rural,Single
7580,DE78840,F,19019,Suburban,Married
7581,PU25554,F,62579,Urban,Married
7582,ZI47098,F,46587,Suburban,Divorced
7587,BN89470,M,29327,Suburban,Married
7588,VZ64716,M,81081,Rural,Married
7590,QY37300,M,57222,Urban,Married
7591,UI84849,M,91147,Rural,Married
7592,MN81810,F,76638,Suburban,Single
7593,XN42396,M,29697,Rural,Married
7595,NI27358,F,67352,Urban,Married
7596,LO39834,F,23904,Suburban,Single
7598,PG27422,F,89953,Urban,Single
7599,AX56708,M,20862,Suburban,Divorced
7600,JI80257,F,47663,Rural,Divorced
7601,EK95340,M,49564,Suburban,Divorced
7602,FS67856,M,28432,Suburban,Married
7603,JX27737,M,32356,Urban,Married
7604,SY81273,M,55269,Suburban,Divorced
7606,XC26395,M,76771,Rural,Divorced
7607,HA72996,F,75648,Rural,Married
7608,WP51328,M,20698,Urban,Single
7609,CP47989,F,29734,Suburban,Divorced
7610,JO75190,M,43963,Suburban,Married
7611,AP47670,M,29465,Suburban,Married
7612,BT61680,F,24851,Suburban,Single
7614,KB20508,M,11033,Suburban,Married
7615,HU89665,F,20495,Suburban,Married
7616,HD12841,F,95766,Rural,Married
7618,UP90711,F,61029,Rural,Single
7620,CA14631,M,56188,Rural,Married
7621,AU98438,F,94812,Rural,Married
7623,SY66568,F,55338,Suburban,Married
7624,WE52979,F,82477,Suburban,Married
7625,PL56477,F,20852,Suburban,Married
7629,PK23339,F,72460,Urban,Married
7630,GA74551,M,76358,Rural,Married
7631,BS26376,M,96306,Rural,Divorced
7632,WW74234,F,49544,Rural,Single
7635,ZM42260,M,63357,Suburban,Married
7637,QY41527,M,23060,Suburban,Married
7638,WG61503,M,27781,Suburban,Married
7639,TY59969,M,43246,Rural,Single
7640,DO20853,F,14254,Suburban,Married
7641,CD14267,M,60334,Rural,Married
7642,WL40338,F,35625,Urban,Married
7643,GV75215,F,54684,Urban,Married
7644,CN91738,M,56228,Urban,Single
7645,UR36951,M,82166,Suburban,Single
7646,JU87932,F,30406,Suburban,Married
7647,IR50609,M,75007,Suburban,Divorced
7648,VI18029,M,79271,Urban,Married
7650,ZK58906,M,59414,Rural,Married
7651,SQ70457,M,44719,Suburban,Single
7653,HH23204,F,21986,Suburban,Divorced
7654,IE29890,F,58480,Suburban,Divorced
7655,VO25412,F,37520,Rural,Married
7656,ME37051,M,50165,Rural,Divorced
7657,DL17162,M,42961,Suburban,Married
7658,DD27563,M,86687,Urban,Single
7660,UQ63751,F,23772,Rural,Married
7662,EN89709,F,18241,Rural,Married
7664,NE70831,F,86650,Urban,Single
7666,VZ81004,F,35973,Suburban,Married
7667,VM89271,M,26262,Suburban,Married
7668,CL97519,M,25187,Suburban,Married
7669,RN71166,F,88081,Rural,Married
7670,PJ86059,F,83460,Suburban,Divorced
7671,BP34620,F,19949,Suburban,Married
7674,WC34456,F,77739,Urban,Married
7675,FC15606,F,23649,Urban,Married
7676,UM99946,M,68980,Urban,Divorced
7677,JG94795,F,60010,Suburban,Married
7678,GD93408,F,30968,Rural,Married
7680,VI12822,F,99841,Suburban,Married
7682,NT36519,M,32967,Suburban,Married
7684,ZJ27465,F,31794,Suburban,Divorced
7685,QF75939,F,36710,Suburban,Single
7686,MC73302,F,36267,Urban,Married
7687,WE21182,M,12430,Suburban,Single
7688,TD90906,F,93715,Suburban,Married
7689,WB66665,F,75648,Rural,Married
7690,ZP26168,F,24584,Urban,Single
7691,ZG56744,M,36088,Suburban,Single
7692,BO81145,M,21723,Suburban,Single
7693,BQ28323,F,63833,Urban,Married
7695,IS73434,F,45892,Suburban,Married
7696,VO94890,M,90263,Suburban,Married
7698,HQ10502,M,40548,Suburban,Divorced
7700,JB60515,M,50450,Suburban,Married
7702,EG16813,F,75963,Rural,Divorced
7703,SI13406,F,32714,Suburban,Married
7704,WC11272,F,42790,Urban,Married
7705,TU27563,F,20694,Suburban,Married
7706,IL72707,F,25820,Suburban,Divorced
7707,DZ62350,M,24744,Suburban,Divorced
7709,UQ41461,F,27538,Urban,Divorced
7710,NI58226,F,81280,Urban,Married
7713,XC25965,F,26486,Suburban,Single
7716,KY98596,M,68331,Suburban,Married
7718,TN82637,M,21636,Urban,Married
7722,FC10193,F,35601,Urban,Single
7724,VK44934,M,28558,Suburban,Married
7725,XB89264,F,60101,Rural,Married
7726,XL49151,M,22426,Suburban,Single
7727,FG42635,M,30720,Suburban,Married
7728,FE12805,F,34161,Suburban,Married
7729,GT17701,F,42987,Rural,Divorced
7731,QT77453,F,80928,Urban,Divorced
7732,BS90503,F,86640,Rural,Married
7733,MX93376,F,26714,Suburban,Divorced
7734,KT54608,M,78618,Urban,Divorced
7737,WL46640,M,62977,Suburban,Single
7739,FD72269,F,19724,Suburban,Married
7740,RE29039,F,27558,Suburban,Married
7741,TA35356,F,86054,Rural,Married
7742,HS88081,F,42846,Urban,Married
7743,SM52948,F,57107,Suburban,Married
7745,MP22051,M,54314,Urban,Married
7746,OF38237,F,29950,Suburban,Married
7747,KL27677,F,24195,Urban,Married
7749,WP19664,M,47481,Suburban,Married
7750,LB83807,M,63354,Suburban,Single
7751,EL44544,F,57591,Suburban,Divorced
7753,ZS15062,M,34919,Urban,Single
7754,RJ68578,M,76879,Suburban,Married
7755,AE74442,F,61584,Urban,Married
7756,TF80571,M,28792,Suburban,Single
7758,HZ39407,M,26713,Rural,Divorced
7760,FF65294,M,34244,Suburban,Married
7761,GC40999,M,25251,Suburban,Divorced
7763,DE23903,F,59848,Rural,Married
7764,UP30859,F,39815,Rural,Divorced
7765,PY17715,F,58840,Rural,Single
7766,NU22358,F,97131,Suburban,Married
7767,BR77413,M,58089,Suburban,Married
7770,EB86696,M,21808,Suburban,Married
7771,YB14965,M,89771,Urban,Married
7772,ZD42550,F,36776,Urban,Divorced
7773,FI61655,M,31213,Suburban,Married
7777,JH58573,M,32555,Rural,Married
7779,FV33188,M,29735,Suburban,Single
7780,ZQ94561,M,80590,Rural,Married
7781,JZ16164,F,22565,Suburban,Married
7782,MU63232,M,54817,Rural,Single
7784,ZR86524,F,55393,Rural,Married
7786,HJ37943,F,75634,Urban,Married
7787,QA72881,M,62464,Urban,Married
7788,BL54814,M,72648,Rural,Married
7789,MG72449,F,77167,Rural,Divorced
7790,VR66049,M,56980,Suburban,Married
7791,KC17606,F,27444,Urban,Married
7792,LB12820,M,57289,Suburban,Single
7793,ZH30674,M,84091,Urban,Married
7795,TT20057,M,59590,Urban,Divorced
7796,AM26598,F,89672,Urban,Married
7797,AY73718,F,96535,Urban,Single
7798,EL11108,F,25575,Suburban,Married
7799,FA15811,F,38910,Rural,Married
7800,BA51898,M,39426,Urban,Married
7801,PP30874,F,28304,Suburban,Married
7802,MN74944,M,52210,Suburban,Married
7804,HZ84382,M,94851,Rural,Single
7806,GD29440,M,18608,Suburban,Divorced
7807,DE21910,F,41025,Rural,Married
7808,CH50584,M,71449,Suburban,Divorced
7809,JV97593,F,92653,Suburban,Married
7810,ND68993,F,33190,Suburban,Divorced
7811,YT46746,F,24290,Suburban,Married
7812,RF94484,F,22571,Suburban,Single
7813,No19664,F,26409,Suburban,Married
7814,BA97018,M,21616,Suburban,Single
7815,HY16703,M,36463,Suburban,Single
7816,MA15172,F,14290,Suburban,Married
7817,WO81184,M,34645,Urban,Single
7818,FX39582,M,67001,Urban,Single
7819,ZG23976,F,96200,Suburban,Married
7820,WE25756,M,69241,Rural,Divorced
7821,AP59947,F,55843,Suburban,Married
7822,JG31799,F,20305,Suburban,Single
7824,ZB72138,M,44329,Suburban,Married
7825,OP52966,M,44279,Suburban,Married
7827,DH14632,F,34695,Rural,Single
7828,QN26812,M,79297,Rural,Single
7830,LX67597,M,84183,Urban,Single
7831,VH35998,M,53375,Rural,Married
7832,UE54045,F,32046,Urban,Married
7833,XA50997,M,91393,Suburban,Married
7834,GM37281,F,76731,Urban,Married
7835,QT84069,M,82081,Urban,Married
7836,MG74662,F,51337,Rural,Single
7837,EP46328,M,74015,Suburban,Single
7840,EW73206,F,68849,Urban,Married
7841,MV19629,F,37376,Rural,Single
7843,AD38685,M,62464,Urban,Married
7844,LX72964,F,88304,Urban,Single
7846,OG30514,F,65900,Suburban,Married
7848,YB19340,M,61374,Rural,Married
7850,RZ89024,M,31841,Rural,Married
7851,ZO20633,F,27861,Suburban,Married
7854,RW71963,F,94550,Suburban,Single
7855,HR71115,M,39604,Rural,Married
7856,UL55837,F,42928,Suburban,Married
7857,IW77519,F,54737,Suburban,Single
7859,YD58301,F,80587,Urban,Married
7861,KC67832,M,80028,Rural,Married
7862,DK92014,F,11904,Suburban,Single
7863,ZA44520,F,54872,Suburban,Married
7866,BU61331,M,46417,Rural,Married
7867,XI68015,F,46239,Rural,Single
7869,FI22970,F,25550,Suburban,Married
7870,OF93412,F,27514,Suburban,Married
7871,AH97088,M,84417,Rural,Divorced
7872,BI81476,F,55906,Rural,Married
7873,IA18854,M,21638,Suburban,Married
7874,OO62338,M,16121,Suburban,Married
7875,JH35547,M,36261,Rural,Married
7876,DY34638,F,11432,Suburban,Married
7877,MT16688,F,62566,Rural,Married
7878,NN51066,F,10312,Suburban,Married
7879,YF73402,M,67778,Urban,Married
7880,ZR56751,F,92895,Rural,Married
7881,GR32910,F,55290,Rural,Married
7882,MZ89625,F,23377,Suburban,Married
7883,IK51081,F,38713,Suburban,Divorced
7885,VH62312,M,56342,Suburban,Single
7886,YU39743,M,29593,Suburban,Married
7887,RO57944,F,18495,Suburban,Married
7888,VL32622,F,82887,Suburban,Married
7889,NV35796,F,71366,Urban,Divorced
7890,UU32345,M,49078,Suburban,Single
7891,YM94448,F,10787,Suburban,Divorced
7893,HY35960,M,10194,Suburban,Married
7894,PB41497,M,81763,Suburban,Married
7895,GP37412,F,59763,Suburban,Married
7897,EA87824,F,96832,Suburban,Married
7898,DM42912,F,21135,Suburban,Married
7899,HK50871,M,16143,Rural,Married
7900,ZX73673,M,74015,Suburban,Single
7901,EO95783,M,84178,Rural,Divorced
7904,OG31942,M,63936,Urban,Single
7906,RT17851,F,37940,Urban,Married
7907,UF56271,F,30703,Suburban,Married
7908,BP25150,F,54898,Urban,Single
7909,XT34986,M,89030,Rural,Married
7910,OI74902,F,15630,Suburban,Divorced
7911,GV33313,F,35625,Urban,Married
7912,WA54110,M,48329,Suburban,Married
7913,IS94199,F,11904,Suburban,Single
7914,XE22944,F,12261,Suburban,Divorced
7916,BF54215,F,87810,Rural,Married
7917,HW85007,M,64744,Rural,Divorced
7919,VD87432,M,60735,Urban,Married
7921,EK10022,M,36261,Suburban,Divorced
7924,UO48558,M,23277,Suburban,Married
7925,SX18141,F,50320,Urban,Married
7926,KK26955,F,49675,Suburban,Married
7927,PV12088,M,19508,Suburban,Single
7928,TV97612,M,20815,Suburban,Married
7929,VA95387,M,46621,Rural,Married
7930,XF93358,F,22775,Suburban,Divorced
7931,WP64059,F,91814,Urban,Married
7932,YY63521,M,20396,Suburban,Married
7933,FH69597,F,73836,Urban,Married
7934,UT76436,F,55910,Urban,Married
7935,VA94160,F,43054,Suburban,Married
7936,NJ55678,F,64543,Urban,Married
7937,OJ60800,M,75988,Urban,Divorced
7939,UT88283,F,29051,Rural,Married
7940,AF48816,F,87382,Suburban,Married
7941,SY93381,F,30694,Suburban,Married
7943,SD41771,M,49259,Suburban,Single
7944,IG80910,F,47528,Urban,Married
7945,RA62452,M,70624,Rural,Married
7947,LG90006,F,31409,Urban,Married
7948,XZ83249,F,35504,Urban,Married
7949,EP26605,F,44833,Suburban,Divorced
7950,LW29130,F,24423,Suburban,Divorced
7954,PK58026,F,96917,Suburban,Married
7955,OD79784,M,84450,Urban,Single
7958,QG39997,F,10097,Rural,Married
7959,ET45138,F,33255,Suburban,Married
7960,WP46383,F,94132,Suburban,Married
7961,FJ12205,M,42602,Rural,Married
7962,KE42114,M,17250,Urban,Married
7963,CO15448,M,74212,Urban,Married
7964,SU31072,M,85756,Rural,Divorced
7965,LC87490,F,24910,Suburban,Single
7966,OT36536,M,41596,Suburban,Married
7967,DE59454,M,72202,Suburban,Married
7968,VS63956,M,33967,Suburban,Divorced
7969,TR39403,F,77951,Rural,Married
7970,AB62982,F,77521,Suburban,Married
7972,MO41014,M,86305,Rural,Married
7974,LB59405,F,57693,Suburban,Divorced
7976,OJ43280,M,33137,Suburban,Single
7978,AL43475,F,44938,Suburban,Married
7979,XY80192,M,33617,Suburban,Married
7980,PI71828,M,38460,Urban,Divorced
7982,JX93039,F,40171,Urban,Married
7984,OK14812,M,36631,Rural,Divorced
7985,UV49359,F,74335,Urban,Single
7986,IZ88103,F,79421,Rural,Married
7987,QC27179,M,38466,Urban,Single
7988,VC47959,F,54495,Urban,Married
7990,YP53257,F,14290,Suburban,Married
7992,LK57934,M,45776,Rural,Married
7993,AV49798,M,94263,Rural,Married
7994,RD73104,F,12181,Suburban,Divorced
7995,IZ17303,M,97268,Rural,Married
7996,PK79296,F,28995,Suburban,Married
7997,VA82895,F,25030,Suburban,Married
7998,WC66749,F,12613,Suburban,Divorced
8000,JA55700,M,25927,Suburban,Single
8002,DH93540,M,28215,Suburban,Single
8003,KV56995,M,18375,Suburban,Married
8004,PA15141,F,43221,Urban,Married
8007,EC22495,M,52082,Suburban,Married
8008,RO87000,M,50719,Suburban,Single
8011,ER50891,M,39248,Urban,Married
8013,DE71115,M,68463,Suburban,Married
8014,AX71238,M,38096,Suburban,Divorced
8015,IZ50034,M,42124,Suburban,Married
8016,AR75105,F,21073,Suburban,Divorced
8017,LX77880,F,24149,Suburban,Married
8018,PQ72803,F,10312,Suburban,Married
8020,UW10841,M,74115,Urban,Married
8021,UO93347,M,34624,Urban,Married
8022,WK46492,F,36108,Suburban,Divorced
8025,MI16758,F,43184,Urban,Divorced
8027,GP67583,M,35349,Suburban,Married
8029,UR42360,M,35095,Suburban,Divorced
8030,IK74329,F,13164,Rural,Single
8032,PF26758,F,94880,Urban,Single
8033,DK81475,M,95301,Suburban,Married
8034,DK93464,F,56202,Urban,Married
8035,XS76166,F,35592,Suburban,Married
8039,QQ69088,M,11097,Suburban,Married
8040,ED59130,M,74900,Suburban,Married
8041,SC90717,M,23576,Urban,Married
8042,PP36346,F,23393,Suburban,Married
8045,YD28431,F,66346,Rural,Married
8046,MY56715,M,58109,Suburban,Divorced
8047,NF60680,F,92766,Suburban,Married
8048,BD70337,M,26307,Urban,Married
8050,EV57176,F,21171,Suburban,Divorced
8051,CQ76876,F,82753,Rural,Married
8053,BH43020,M,39754,Rural,Married
8057,KC79907,F,91915,Rural,Divorced
8058,XW34862,F,21514,Urban,Married
8059,RI76930,F,43276,Suburban,Married
8060,XZ40716,F,75531,Suburban,Single
8061,ZC75052,M,23665,Suburban,Married
8063,HJ89045,F,96337,Suburban,Married
8064,DJ34695,M,60180,Suburban,Married
8066,OX62816,M,30376,Suburban,Single
8067,WM36886,M,88997,Rural,Divorced
8068,BE92692,M,69236,Rural,Married
8069,JV79596,F,27627,Suburban,Married
8070,KA49711,M,77524,Rural,Married
8071,YI68606,F,75449,Rural,Divorced
8072,AU11344,F,35666,Rural,Divorced
8073,BG42047,M,17658,Suburban,Married
8075,VE85103,M,20567,Suburban,Married
8076,LN99977,F,30061,Suburban,Single
8078,YP32443,M,20354,Suburban,Married
8079,MQ46375,M,36637,Suburban,Married
8081,JX50349,F,63860,Urban,Married
8083,DU66880,M,58544,Suburban,Married
8084,QH87479,F,54586,Rural,Married
8085,MF87270,F,57248,Suburban,Married
8087,TD43065,M,66037,Rural,Married
8088,DU39756,F,29462,Suburban,Single
8089,GY65868,M,64541,Urban,Married
8090,NG15645,F,27382,Rural,Married
8091,HH69970,F,32311,Urban,Married
8092,YJ57293,M,23830,Suburban,Married
8093,BV22194,F,88178,Suburban,Married
8094,UH22701,F,72236,Suburban,Married
8096,TC18240,M,67890,Urban,Married
8097,GE58317,F,38713,Suburban,Divorced
8098,GW42895,F,77803,Urban,Married
8099,FH77504,F,51643,Suburban,Single
8100,XK87182,F,46402,Urban,Married
8101,HB17438,M,92044,Urban,Married
8102,DH18269,M,16040,Suburban,Divorced
